user_id,recommender,category,hit_rate@10,precision@10,recall@10,ndcg@10,mrr,serendipity,novelty
263,Popular,Traditional,1.0,0.2,0.08333333333333333,0.31488013066763093,1.0,0.0,0.48544007455185756
263,Content-Based,Traditional,0.0,0.0,0.0,0.0,0.0,0.052015295617502,0.584982654391162
263,Graph-Based,Traditional,0.0,0.0,0.0,0.0,0.0,0.38867187496113276,0.6816671881608595
263,Hybrid,Traditional,0.0,0.0,0.0,0.0,0.0,0.2631249999767344,0.6440786963919154
263,Time-Decay,Forgetting,0.0,0.0,0.0,0.0,0.0,0.2631249999767344,0.6440786963919154
263,Ebbinghaus,Forgetting,0.0,0.0,0.0,0.0,0.0,0.2631249999767344,0.6440786963919154
263,Power-Law,Forgetting,0.0,0.0,0.0,0.0,0.0,0.2631249999767344,0.6440786963919154
263,Usage-Based,Forgetting,0.0,0.0,0.0,0.0,0.0,0.2631249999767344,0.6440786963919154
263,Hybrid-Decay,Forgetting,0.0,0.0,0.0,0.0,0.0,0.2631249999767344,0.6440786963919154
263,Personalized,Forgetting,0.0,0.0,0.0,0.0,0.0,0.2631249999767344,0.6440786963919154
826,Popular,Traditional,0.0,0.0,0.0,0.0,0.0,0.0,0.4862615753514182
826,Content-Based,Traditional,0.0,0.0,0.0,0.0,0.0,0.2289502914734313,0.6483826813197464
826,Graph-Based,Traditional,0.0,0.0,0.0,0.0,0.0,0.19743898334492266,0.682684619935496
826,Hybrid,Traditional,0.0,0.0,0.0,0.0,0.0,0.20050899681679368,0.6760645727085055
826,Time-Decay,Forgetting,0.0,0.0,0.0,0.0,0.0,0.14801786124316868,0.6252445752988709
826,Ebbinghaus,Forgetting,0.0,0.0,0.0,0.0,0.0,0.14801786124316868,0.6252445752988709
826,Power-Law,Forgetting,0.0,0.0,0.0,0.0,0.0,0.14801786124316868,0.6252445752988709
826,Usage-Based,Forgetting,0.0,0.0,0.0,0.0,0.0,0.14801786124316868,0.6252445752988709
826,Hybrid-Decay,Forgetting,0.0,0.0,0.0,0.0,0.0,0.14801786124316868,0.6252445752988709
826,Personalized,Forgetting,0.0,0.0,0.0,0.0,0.0,0.14801786124316868,0.6252445752988709
452,Popular,Traditional,1.0,0.2,0.04878048780487805,0.2489083270225946,0.5,0.0,0.4851626264832011
452,Content-Based,Traditional,1.0,0.1,0.024390243902439025,0.11004588314904008,0.3333333333333333,0.23869181465910624,0.6511008594940383
452,Graph-Based,Traditional,0.0,0.0,0.0,0.0,0.0,0.3284960937171504,0.660822468767787
452,Hybrid,Traditional,1.0,0.1,0.024390243902439025,0.08514311764162098,0.2,0.1720481528066538,0.6488047776401731
452,Time-Decay,Forgetting,1.0,0.1,0.024390243902439025,0.11004588314904008,0.3333333333333333,0.1720481528066538,0.6488047776401731
452,Ebbinghaus,Forgetting,1.0,0.1,0.024390243902439025,0.11004588314904008,0.3333333333333333,0.1720481528066538,0.6488047776401731
452,Power-Law,Forgetting,1.0,0.1,0.024390243902439025,0.11004588314904008,0.3333333333333333,0.1720481528066538,0.6488047776401731
452,Usage-Based,Forgetting,1.0,0.1,0.024390243902439025,0.11004588314904008,0.3333333333333333,0.1720481528066538,0.6488047776401731
452,Hybrid-Decay,Forgetting,1.0,0.1,0.024390243902439025,0.11004588314904008,0.3333333333333333,0.1720481528066538,0.6488047776401731
452,Personalized,Forgetting,1.0,0.1,0.024390243902439025,0.11004588314904008,0.3333333333333333,0.1720481528066538,0.6488047776401731
561,Popular,Traditional,1.0,0.5,0.07042253521126761,0.36745852005902885,0.25,0.0,0.4852829030276447
561,Content-Based,Traditional,1.0,0.3,0.04225352112676056,0.27848058942730364,0.5,0.3007942339959782,0.6618898517073866
561,Graph-Based,Traditional,0.0,0.0,0.0,0.0,0.0,0.16137622203240592,0.6344769255891973
561,Hybrid,Traditional,1.0,0.1,0.014084507042253521,0.09478836436955078,0.25,0.20312701791414356,0.6411246960307163
561,Time-Decay,Forgetting,1.0,0.1,0.014084507042253521,0.22009176629808017,1.0,0.20312701791414361,0.6411246960307163
561,Ebbinghaus,Forgetting,1.0,0.1,0.014084507042253521,0.22009176629808017,1.0,0.20312701791414361,0.6411246960307163
561,Power-Law,Forgetting,1.0,0.1,0.014084507042253521,0.22009176629808017,1.0,0.20312701791414361,0.6411246960307163
561,Usage-Based,Forgetting,1.0,0.1,0.014084507042253521,0.22009176629808017,1.0,0.20312701791414361,0.6411246960307163
